#
# line_tag	ion   wavelength  f	    gamma      mass

SI_1316        SI      1316.5425  0.02870000  9.474e+07  32.067
FeIIn_1316     FeIIn   1316.6082  0.00013930  4.494e+08  55.845
NiII_1317      NiII    1317.2171  0.05722870  3.593e+08  58.693
TlII_1321      TlII    1321.6449  1.30000000  1.660e+09  204.383
#CO_1322        CO      1322.1500  0.00000000  0.000e+00  28.010
CrIIe_1323     CrIIe   1323.1530  0.00010368  2.864e+08  51.996
FeIIIy_1324    FeIIIy  1324.9401  0.00017539  1.124e+09  55.845
FeIIIy_1325    FeIIIy  1325.9186  0.00010570  8.064e+08  55.845
CrIIf_1326     CrIIf   1326.1773  0.00247333  1.264e+08  51.996
FeIIn_1327     FeIIn   1327.4888  0.00058917  2.328e+08  55.845
CrIIf_1327     CrIIf   1327.8269  0.00311919  1.291e+08  51.996
CI_1328        CI      1328.8333  0.07580000  2.880e+08  12.011
CIa_1329       CIa     1329.0853  0.02130000  2.203e+08  12.011
CIa_1329.1     CIa     1329.1004  0.02600000  2.202e+08  12.011
CIa_1329.12    CIa     1329.1233  0.01600000  2.203e+08  12.011
CIb_1329       CIb     1329.5775  0.04760000  2.202e+08  12.011
CIb_1329.6     CIb     1329.6005  0.01590000  2.203e+08  12.011
FeIIo_1331     FeIIo   1331.5837  0.00038812  2.328e+08  55.845
CrIIe_1334     CrIIe   1334.1511  0.00015788  2.471e+08  51.996
CII_1334       CII     1334.5323  0.12800000  2.880e+08  12.011
PIII_1334      PIII    1334.8130  0.02529000  5.659e+07  30.974
NiIIa_1335     NiIIa   1335.2010  0.08259016  4.167e+08  58.693
CIIa_1335      CIIa    1335.6627  0.01280000  2.880e+08  12.011
CIIa_1335.7    CIIa    1335.7077  0.11500000  2.880e+08  12.011
ClI_1335       ClI     1335.7258  0.02760000  5.424e+08  35.453
CrIIf_1338     CrIIf   1338.1897  0.00082692  7.626e+07  51.996
#NO+_1339       NO+     1339.6360  0.00000000  0.000e+00   0.000
CaII_1341      CaII    1341.8901  0.00147000  1.541e+06  40.078
CaII_1342      CaII    1342.5536  0.00073200  1.539e+06  40.078
#CO_1344        CO      1344.1860  0.00000000  0.000e+00  28.010
FeIIr_1345     FeIIr   1345.2657  0.00040699  4.719e+08  55.845
NiII_1345      NiII    1345.8782  0.00769459  2.936e+08  58.693
FeIIr_1346     FeIIr   1346.1314  0.00032873  4.088e+08  55.845
CrIIf_1346     CrIIf   1346.3999  0.00015166  2.350e+08  51.996
CrIIf_1346.9   CrIIf   1346.9492  0.00023610  2.189e+08  51.996
ClI_1347       ClI     1347.2396  0.15300000  5.088e+08  35.453
CrIIf_1347     CrIIf   1347.4882  0.00025045  8.179e+07  51.996
FeIIr_1349     FeIIr   1349.6607  0.00033319  4.078e+08  55.845
FeIIr_1351     FeIIr   1351.3872  0.00038880  4.798e+08  55.845
FeIIr_1352     FeIIr   1352.1898  0.00025083  2.342e+08  55.845
CrIIc_1352     CrIIc   1352.6111  0.00042425  3.619e+08  51.996
FeIIr_1352.9   FeIIr   1352.9332  0.00030420  3.329e+08  55.845
FeIIr_1353     FeIIr   1353.9909  0.00020230  3.545e+08  55.845
CrIId_1355     CrIId   1355.4720  0.00018070  3.619e+08  51.996
OI_1355        OI      1355.5977  0.00000116  5.560e+03  15.999
CrIIb_1356     CrIIb   1356.0037  0.00070711  3.588e+08  51.996
CrIIa_1358     CrIIa   1358.2382  0.00068040  3.571e+08  51.996
CuII_1358      CuII    1358.7730  0.26300000  7.200e+08  63.546
FeIIs_1359     FeIIs   1359.3132  0.00050418  4.078e+08  55.845
CrIIa_1360     CrIIa   1360.0921  0.00026791  3.558e+08  51.996
CrIId_1361     CrIId   1361.0103  0.00013497  3.588e+08  51.996
FeIIm_1361     FeIIm   1361.3738  0.05038589  4.167e+08  55.845
FeIIs_1361     FeIIs   1361.8786  0.00012736  2.342e+08  55.845
BII_1362       BII     1362.4630  0.99600000  1.190e+09  10.812
FeIIs_1363     FeIIs   1363.5352  0.00026927  2.836e+08  55.845
FeIIs_1363.7   FeIIs   1363.7056  0.00023588  3.545e+08  55.845
FeIIm_1364     FeIIm   1364.3836  0.00962872  4.053e+08  55.845
#CO_1367        CO      1367.6230  0.00000000  0.000e+00  28.010
CuII_1367      CuII    1367.9509  0.17900000  6.230e+08  63.546
FeIIn_1368     FeIIn   1368.0936  0.03455752  4.053e+08  55.845
#NO+_1368       NO+     1368.1970  0.00000000  0.000e+00   0.000
FeIIm_1368     FeIIm   1368.4947  0.00111750  3.851e+08  55.845
FeIIm_1368.5   FeIIm   1368.5607  0.00109139  3.980e+08  55.845
FeIIm_1369     FeIIm   1369.7107  0.00562554  3.815e+08  55.845
NiII_1370      NiII    1370.1323  0.05872927  5.446e+08  58.693
FeIIn_1372     FeIIn   1372.2271  0.00383238  3.851e+08  55.845
FeIIn_1372.2   FeIIn   1372.2935  0.01806968  3.980e+08  55.845
FeIIr_1372     FeIIr   1372.8884  0.00012942  1.376e+08  55.845
NiIIa_1373     NiIIa   1373.7398  0.00067055  2.936e+08  58.693
NiIIa_1374     NiIIa   1374.0720  0.00561896  2.436e+08  58.693
FeIIn_1375     FeIIn   1375.2213  0.00279292  3.907e+08  55.845
FeIIo_1376     FeIIo   1376.6699  0.02932350  3.980e+08  55.845
FeIIr_1378     FeIIr   1378.5833  0.00021854  1.743e+08  55.845
BI_1378        BI      1378.6541  0.20000000  3.502e+08  10.812
BI_1378.8      BI      1378.8750  0.39900000  1.400e+09  10.812
PI_1379        PI      1379.4282  0.04250000  1.488e+08  30.974
FeIIo_1379     FeIIo   1379.6164  0.02882137  3.907e+08  55.845
FeIIr_1379     FeIIr   1379.7130  0.00051372  2.220e+08  55.845
NiIIa_1381     NiIIa   1381.2859  0.05749627  6.076e+08  58.693
PI_1381        PI      1381.4760  0.07910000  1.842e+08  30.974
NiII_1381      NiII    1381.6846  0.00153030  2.964e+08  58.693
FeIIr_1384     FeIIr   1384.4115  0.00056895  5.628e+08  55.845
FeIIs_1385     FeIIs   1385.7816  0.00020903  2.132e+08  55.845
CrIIf_1388     CrIIf   1388.3461  0.00034447  3.502e+08  51.996
FeIIs_1389     FeIIs   1389.8017  0.00020561  2.220e+08  55.845
#CO_1392        CO      1392.5250  0.00000000  0.000e+00  28.010
NiII_1393      NiII    1393.3237  0.01009974  2.253e+08  58.693
SiIV_1393      SiIV    1393.7602  0.51300000  8.800e+08  28.085
FeIIs_1393     FeIIs   1393.8635  0.00046372  7.010e+07  55.845
FeIIs_1394     FeIIs   1394.5693  0.00022743  5.628e+08  55.845
OIV_1397       OIV     1397.2321  0.00000003  4.996e+02  15.999
SIV_1398       SIV     1398.0500  0.00000038  1.161e+04  32.067
NiIIa_1399     NiIIa   1399.0180  0.00859787  5.446e+08  58.693
OIV_1399       OIV     1399.7800  0.00000061  4.195e+03  15.999
SnII_1400      SnII    1400.4400  1.03000000  2.080e+09  118.711
SiIV_1402      SiIV    1402.7729  0.25400000  8.620e+08  28.085
SIV_1404       SIV     1404.8000  0.00000797  4.379e+04  32.067
FeIIe_1405     FeIIe   1405.6084  0.00124647  3.403e+08  55.845
CrIIf_1409     CrIIf   1409.4983  0.00315727  4.852e+08  51.996
CrIIf_1409.9   CrIIf   1409.9924  0.00941883  4.674e+08  51.996
NiIIa_1411     NiIIa   1411.0646  0.03104585  2.964e+08  58.693
FeIIe_1412     FeIIe   1412.8422  0.00337577  3.361e+08  55.845
NiII_1412      NiII    1412.8660  0.00355146  2.208e+08  58.693
FeIIe_1412.8   FeIIe   1412.8667  0.00021309  3.059e+08  55.845
CrIIf_1413     CrIIf   1413.7497  0.00635269  4.343e+08  51.996
FeIIf_1414     FeIIf   1414.1634  0.00030283  4.616e+08  55.845
NiII_1414      NiII    1414.2917  0.00125552  2.207e+08  58.693
GaII_1414      GaII    1414.4020  1.77000000  1.970e+09  69.723
FeIIn_1414     FeIIn   1414.6959  0.00088817  4.319e+08  55.845
FeIIr_1415     FeIIr   1415.5731  0.00375536  2.328e+08  55.845
NiII_1415      NiII    1415.7195  0.00318520  2.250e+08  58.693
FeIIf_1416     FeIIf   1416.7109  0.00024524  3.403e+08  55.845
FeIIe_1418     FeIIe   1418.8535  0.00063503  3.074e+08  55.845
#CO_1419        CO      1419.0440  0.00000000  0.000e+00  28.010
FeIIo_1419     FeIIo   1419.3474  0.00136519  4.319e+08  55.845
FeIIm_1420     FeIIm   1420.5755  0.00074731  4.139e+08  55.845
NiIIa_1423     NiIIa   1423.2061  0.00423630  2.253e+08  58.693
FeIIf_1424     FeIIf   1424.0597  0.00017148  3.361e+08  55.845
FeIIn_1424     FeIIn   1424.5978  0.00217706  4.139e+08  55.845
FeIIf_1424.7   FeIIf   1424.7175  0.00449636  3.616e+08  55.845
CoII_1424      CoII    1424.7866  0.01090000  3.580e+07  58.933
FeIIq_1424     FeIIq   1424.9475  0.00014270  3.851e+08  55.845
SI_1425        SI      1425.0299  0.12100000  4.500e+08  32.067
SI_1425.1      SI      1425.1877  0.02160000  1.200e+08  32.067
FeIIs_1426     FeIIs   1426.1951  0.00293366  2.328e+08  55.845
CrIIe_1426     CrIIe   1426.2029  0.08160659  2.233e+08  51.996
FeIIh_1427     FeIIh   1427.1480  0.00014734  3.007e+08  55.845
CrIId_1427     CrIId   1427.3820  0.00565104  5.820e+08  51.996
CrIIc_1428     CrIIc   1428.6667  0.02896913  5.955e+08  51.996
CrIIf_1428     CrIIf   1428.9860  0.00221346  2.431e+08  51.996
CrIIb_1430     CrIIb   1430.0074  0.06622269  6.224e+08  51.996
FeIIf_1430     FeIIf   1430.1671  0.00030666  3.074e+08  55.845
CrIIf_1430     CrIIf   1430.7357  0.00073656  2.466e+08  51.996
CrIId_1430     CrIId   1430.8459  0.11165167  3.165e+08  51.996
CrIIe_1431     CrIIe   1431.3165  0.17415298  5.820e+08  51.996
CrIIa_1431     CrIIa   1431.3812  0.11672684  6.489e+08  51.996
CrIId_1431     CrIId   1431.8588  0.11557522  5.955e+08  51.996
CrIIc_1432     CrIIc   1432.0439  0.11806479  3.003e+08  51.996
CrIIc_1432.3   CrIIc   1432.3678  0.05659831  6.224e+08  51.996
FeIIf_1432     FeIIf   1432.4919  0.00030227  3.039e+08  55.845
CrIIb_1432     CrIIb   1432.8327  0.00880306  6.489e+08  51.996
CrIIb_1432.9   CrIIb   1432.9992  0.10713901  2.728e+08  51.996
FeIIg_1433     FeIIg   1433.0444  0.00087749  3.616e+08  55.845
CrIIa_1433     CrIIa   1433.2148  0.03418394  6.681e+08  51.996
CrIIa_1433.7   CrIIa   1433.7727  0.08691330  2.463e+08  51.996
PbII_1433      PbII    1433.9056  0.86900000  1.620e+09  207.210
CrIIb_1434     CrIIb   1434.6700  0.08594206  6.681e+08  51.996
CrIIe_1434     CrIIe   1434.7995  0.00783958  3.165e+08  51.996
CrIIa_1434     CrIIa   1434.9800  0.06452299  2.271e+08  51.996
FeIIg_1434     FeIIg   1434.9967  0.00388999  3.767e+08  55.845
CrIIc_1435     CrIIc   1435.2025  0.08852788  6.489e+08  51.996
CrIIb_1435     CrIIb   1435.2290  0.03211828  2.463e+08  51.996
CrIId_1435     CrIId   1435.2511  0.00010192  3.003e+08  51.996
CrIIc_1435.3   CrIIc   1435.3695  0.01047137  2.728e+08  51.996
CrIId_1435.5   CrIId   1435.5764  0.06812990  6.224e+08  51.996
CrIIe_1435     CrIIe   1435.8180  0.03659544  5.955e+08  51.996
CrIIb_1436     CrIIb   1436.4388  0.00259854  2.271e+08  51.996
FeIIf_1438     FeIIf   1438.1328  0.00025117  4.394e+08  55.845
CrIId_1438     CrIId   1438.5916  0.00135902  2.728e+08  51.996
CrIIe_1439     CrIIe   1439.2291  0.00280740  3.003e+08  51.996
FeIIh_1440     FeIIh   1440.7756  0.00116708  3.767e+08  55.845
FeIIg_1440     FeIIg   1440.9102  0.00022848  3.039e+08  55.845
FeIIh_1442     FeIIh   1442.7477  0.00282427  3.958e+08  55.845
NiIIa_1444     NiIIa   1444.2152  0.00030958  2.120e+08  58.693
FeIIg_1444     FeIIg   1444.9810  0.00074921  4.141e+08  55.845
NiIIa_1445     NiIIa   1445.0903  0.00113651  2.207e+08  58.693
NiIIa_1446     NiIIa   1446.5809  0.00279537  2.250e+08  58.693
FeIIh_1447     FeIIh   1447.2724  0.00149323  4.096e+08  55.845
#CO_1447        CO      1447.3520  0.00000000  0.000e+00  28.010
CrIIf_1447     CrIIf   1447.6789  0.00012254  2.962e+08  51.996
NiII_1449      NiII    1449.9972  0.00175051  2.022e+08  58.693
FeIIh_1450     FeIIh   1450.8405  0.00024111  4.141e+08  55.845
NiII_1454      NiII    1454.8421  0.03236744  3.027e+08  58.693
FeIIr_1461     FeIIr   1461.8392  0.00270087  4.053e+08  55.845
FeIId_1463     FeIId   1463.5925  0.00011497  2.817e+08  55.845
CoII_1466      CoII    1466.2110  0.03100000  7.870e+07  58.933
FeIIr_1466     FeIIr   1466.5596  0.00079325  3.851e+08  55.845
FeIIr_1466.6   FeIIr   1466.6354  0.00067079  3.980e+08  55.845
NiII_1467      NiII    1467.2586  0.00630473  2.962e+08  58.693
PIV_1467       PIV     1467.4270  0.00006050  6.250e+04  30.974
NiII_1467.7    NiII    1467.7561  0.00990492  2.172e+08  58.693
CrIIf_1468     CrIIf   1468.4182  0.01700442  2.733e+08  51.996
FeIIp_1470     FeIIp   1470.0140  0.00078403  3.419e+08  55.845
SI_1472        SI      1472.9706  0.01910000  4.200e+07  32.067
SI_1473        SI      1473.9943  0.03440000  1.600e+08  32.067
NiII_1477      NiII    1477.2218  0.00097168  2.113e+08  58.693
#CO_1477        CO      1477.5650  0.00000000  0.000e+00  28.010
FeIIs_1478     FeIIs   1478.0406  0.00173590  3.980e+08  55.845
CoII_1480      CoII    1480.9546  0.01190000  4.650e+07  58.933
FeIIs_1481     FeIIs   1481.4376  0.00037510  3.907e+08  55.845
NiIIa_1482     NiIIa   1482.3883  0.00139361  2.022e+08  58.693
NIV_1486       NIV     1486.4960  0.00000057  5.773e+02  14.007
NiIIa_1487     NiIIa   1487.4524  0.00073143  3.027e+08  58.693
FeIIq_1493     FeIIq   1493.9687  0.00062240  3.202e+08  55.845
GaIII_1495     GaIII   1495.0450  0.54300000  8.106e+08  69.723
NiIIa_1500     NiIIa   1500.4343  0.02396452  2.962e+08  58.693
NiII_1501      NiII    1501.9591  0.00037429  1.963e+08  58.693
NiII_1502      NiII    1502.1479  0.00663068  2.090e+08  58.693
#CO_1509        CO      1509.7480  0.00000000  0.000e+00  28.010
NiIIa_1510     NiIIa   1510.8547  0.01273107  2.113e+08  58.693
CrIIf_1513     CrIIf   1513.8132  0.02047705  3.571e+08  51.996
FeIIr_1515     FeIIr   1515.1714  0.00019378  4.319e+08  55.845
CrIIf_1516     CrIIf   1516.1165  0.01909200  3.558e+08  51.996
FeIIm_1520     FeIIm   1520.4735  0.00031888  4.971e+08  55.845
FeIIe_1523     FeIIe   1523.3748  0.00037368  2.782e+08  55.845
FeIIn_1525     FeIIn   1525.0824  0.00097987  4.971e+08  55.845
FeIIr_1526     FeIIr   1526.5355  0.03133883  4.139e+08  55.845
SiII_1526      SiII    1526.7070  0.13300000  1.130e+09  28.085
FeIIs_1527     FeIIs   1527.3471  0.03161698  4.319e+08  55.845
FeIIo_1530     FeIIo   1530.4897  0.00011449  4.971e+08  55.845
PII_1532       PII     1532.5330  0.00303000  4.770e+06  30.974
SiIIa_1533     SiIIa   1533.4316  0.13200000  1.130e+09  28.085
GaIII_1534     GaIII   1534.4620  0.26500000  7.498e+08  69.723
NiIIa_1536     NiIIa   1536.7411  0.00562957  1.963e+08  58.693
NiIIa_1536.9   NiIIa   1536.9388  0.00292175  2.090e+08  58.693
FeIIn_1538     FeIIn   1538.0439  0.00085651  3.862e+08  55.845
FeIIo_1539     FeIIo   1539.9538  0.00033492  4.792e+08  55.845
#CO_1544        CO      1544.4480  0.00000000  0.000e+00  28.010
FeIIi_1546     FeIIi   1546.4514  0.00043564  3.616e+08  55.845
CoII_1547      CoII    1547.9451  0.01110000  2.530e+07  58.933
CIV_1548       CIV     1548.2040  0.18990000  2.643e+08  12.011
FeIIe_1548     FeIIe   1548.2048  0.00014188  3.154e+08  55.845
FeIIo_1548     FeIIo   1548.4122  0.00043998  3.749e+08  55.845
FeIIf_1548     FeIIf   1548.6975  0.00084144  3.930e+08  55.845
FeIIe_1550     FeIIe   1550.2743  0.00272982  4.488e+08  55.845
CIV_1550       CIV     1550.7810  0.09475000  2.628e+08  12.011
FeIIg_1551     FeIIg   1551.9312  0.00152141  3.982e+08  55.845
CoII_1552      CoII    1552.7624  0.01160000  3.210e+07  58.933
FeIIg_1558     FeIIg   1558.5415  0.01121667  3.930e+08  55.845
FeIIh_1558     FeIIh   1558.6924  0.01693754  3.982e+08  55.845
FeIIe_1559     FeIIe   1559.0852  0.03899420  3.954e+08  55.845
FeIIj_1559     FeIIj   1559.2694  0.00090157  3.767e+08  55.845
FeIIf_1560     FeIIf   1560.2529  0.00536517  4.483e+08  55.845
CI_1560        CI      1560.3092  0.07740000  1.270e+08  12.011
CIa_1560       CIa     1560.6822  0.05390000  1.321e+08  12.011
CIa_1560.7     CIa     1560.7090  0.01800000  1.321e+08  12.011
CIb_1561       CIb     1561.3402  0.01080000  1.321e+08  12.011
CIb_1561.3     CIb     1561.3670  0.00041100  1.321e+08  12.011
CIb_1561.4     CIb     1561.4384  0.06030000  1.319e+08  12.011
SiI_1562       SiI     1562.0020  0.37600000  3.425e+08  28.085
FeIIi_1562     FeIIi   1562.2698  0.00521439  4.394e+08  55.845
FeIIf_1563     FeIIf   1563.7908  0.04876244  4.488e+08  55.845
FeIIh_1565     FeIIh   1565.3606  0.00296469  3.930e+08  55.845
FeIIk_1566     FeIIk   1566.3159  0.00032405  3.767e+08  55.845
FeIIe_1566     FeIIe   1566.8223  0.01913901  3.990e+08  55.845
FeIIj_1567     FeIIj   1567.9621  0.00034648  3.106e+08  55.845
FeIIg_1568     FeIIg   1568.0205  0.00626656  4.531e+08  55.845
FeIIk_1568     FeIIk   1568.6472  0.00115471  3.958e+08  55.845
FeIIe_1569     FeIIe   1569.6751  0.01019542  3.052e+08  55.845
FeIIg_1570     FeIIg   1570.2450  0.03992410  4.483e+08  55.845
FeIIj_1571     FeIIj   1571.0650  0.00281241  4.141e+08  55.845
FeIIf_1571     FeIIf   1571.1380  0.00029977  3.388e+08  55.845
CoII_1572      CoII    1572.6489  0.01200000  4.160e+07  58.933
FeIIl_1572     FeIIl   1572.7502  0.00139068  3.958e+08  55.845
FeIIf_1572     FeIIf   1572.7565  0.00039681  3.954e+08  55.845
FeIIj_1572     FeIIj   1572.9999  0.00181031  4.394e+08  55.845
FeIIg_1573     FeIIg   1573.8284  0.00757568  4.488e+08  55.845
FeIIk_1573     FeIIk   1573.9973  0.00130374  4.096e+08  55.845
CoII_1574      CoII    1574.5508  0.02500000  6.730e+07  58.933
FeIIf_1574     FeIIf   1574.7731  0.00348751  3.587e+08  55.845
FeIIh_1574     FeIIh   1574.9230  0.04499668  4.531e+08  55.845
FeIIe_1575     FeIIe   1575.0262  0.00021021  3.265e+08  55.845
FeIIk_1575     FeIIk   1575.0875  0.00026037  3.106e+08  55.845
FeIIh_1577     FeIIh   1577.1671  0.00945388  4.483e+08  55.845
FeIIl_1578     FeIIl   1578.1284  0.00355839  4.096e+08  55.845
FeIIk_1578     FeIIk   1578.2187  0.00257668  4.141e+08  55.845
FeIIk_1580     FeIIk   1580.1713  0.00034590  4.394e+08  55.845
FeIIf_1580     FeIIf   1580.6302  0.02710976  3.990e+08  55.845
FeIIg_1581     FeIIg   1581.2704  0.00027853  3.388e+08  55.845
FeIIl_1582     FeIIl   1582.3721  0.00093850  4.141e+08  55.845
FeIIg_1584     FeIIg   1584.9527  0.02912566  3.587e+08  55.845
FeIIh_1588     FeIIh   1588.2902  0.02734479  3.388e+08  55.845
FeII_1588      FeII    1588.6875  0.00014773  3.546e+08  55.845
ZnI_1589       ZnI     1589.5610  0.12200000  1.073e+08  65.392
FeIIo_1595     FeIIo   1595.5945  0.00025078  4.972e+08  55.845
FeIIn_1601     FeIIn   1601.1206  0.00024906  4.733e+08  55.845
NiIIc_1601     NiIIc   1601.5172  0.00016843  2.253e+08  58.693
FeIIe_1602     FeIIe   1602.2109  0.00032329  2.661e+08  55.845
GeII_1602      GeII    1602.4863  0.14400000  1.060e+09  72.612
FeIIf_1602     FeIIf   1602.5176  0.00107324  3.049e+08  55.845
NiIIb_1602     NiIIb   1602.9695  0.00245318  2.208e+08  58.693
FeIIq_1604     FeIIq   1604.5840  0.00105092  3.862e+08  55.845
FeIIp_1605     FeIIp   1605.3229  0.01001466  3.781e+08  55.845
FeII_1608      FeII    1608.4509  0.05399224  2.434e+08  55.845
FeIIe_1608     FeIIe   1608.5371  0.00064549  3.847e+08  55.845
FeIIe_1610     FeIIe   1610.9234  0.00914311  3.860e+08  55.845
FeII_1611      FeII    1611.2004  0.00135754  2.790e+08  55.845
FeIIe_1612     FeIIe   1612.8064  0.03074593  3.799e+08  55.845
FeIIf_1616     FeIIf   1616.6525  0.00034364  2.661e+08  55.845
FeIIa_1618     FeIIa   1618.4678  0.01940044  2.434e+08  55.845
FeIIq_1618     FeIIq   1618.9612  0.00089202  3.781e+08  55.845
FeIIa_1621     FeIIa   1621.2517  0.00049259  2.790e+08  55.845
FeIIa_1621.6   FeIIa   1621.6852  0.03459846  2.302e+08  55.845
FeIIf_1621     FeIIf   1621.8688  0.00072466  3.830e+08  55.845
FeIIf_1623     FeIIf   1623.0934  0.01007172  3.847e+08  55.845
FeIIg_1623     FeIIg   1623.7082  0.00067591  2.640e+08  55.845
FeIIf_1625     FeIIf   1625.5231  0.02480907  3.860e+08  55.845
FeIIb_1625     FeIIb   1625.9121  0.00433863  2.434e+08  55.845
FeIIb_1627     FeIIb   1627.1296  0.00030696  2.648e+08  55.845
FeIIg_1627     FeIIg   1627.3825  0.00105353  2.661e+08  55.845
NiIIc_1627     NiIIc   1627.3901  0.00047648  2.208e+08  58.693
FeIIb_1628     FeIIb   1628.7217  0.00010394  2.790e+08  55.845
FeIIb_1629     FeIIb   1629.1592  0.03282899  2.302e+08  55.845
FeIIq_1629     FeIIq   1629.3726  0.01758304  3.907e+08  55.845
FeIIh_1631     FeIIh   1631.1108  0.00072397  2.640e+08  55.845
FeIIb_1631     FeIIb   1631.1286  0.01598218  2.226e+08  55.845
SiI_1631       SiI     1631.1705  0.20500000  1.714e+08  28.085
NiIIc_1631     NiIIc   1631.1771  0.00232168  2.250e+08  58.693
FeIIc_1632     FeIIc   1632.3069  0.00069507  2.648e+08  55.845
FeIIg_1632     FeIIg   1632.6683  0.00767315  3.830e+08  55.845
FeIIg_1633     FeIIg   1633.9093  0.02620310  3.847e+08  55.845
FeIIc_1634     FeIIc   1634.3494  0.01621890  2.302e+08  55.845
FeIId_1635     FeIId   1635.3617  0.00101845  2.648e+08  55.845
FeIIi_1635     FeIIi   1635.4005  0.06856790  2.878e+08  55.845
FeIIm_1635     FeIIm   1635.7937  0.00034982  3.434e+08  55.845
FeIIc_1636     FeIIc   1636.3314  0.03608932  2.226e+08  55.845
FeIIe_1637     FeIIe   1637.3998  0.01418125  3.546e+08  55.845
FeIId_1639     FeIId   1639.4013  0.05165770  2.226e+08  55.845
FeIIh_1640     FeIIh   1640.1530  0.03569345  3.830e+08  55.845
FeIIj_1641     FeIIj   1641.7631  0.04741534  2.817e+08  55.845
FeIIr_1642     FeIIr   1642.4333  0.00029928  1.256e+09  55.845
FeIIr_1642.5   FeIIr   1642.5003  0.02964773  4.971e+08  55.845
FeIIf_1643     FeIIf   1643.5788  0.01321320  3.629e+08  55.845
FeIIn_1644     FeIIn   1644.0638  0.00012522  3.434e+08  55.845
FeIIe_1645     FeIIe   1645.0170  0.00036076  2.472e+08  55.845
FeIIk_1646     FeIIk   1646.1846  0.02803385  2.786e+08  55.845
FeIIj_1647     FeIIj   1647.1625  0.02025717  2.878e+08  55.845
FeIIg_1649     FeIIg   1649.4261  0.01392262  3.777e+08  55.845
FeIIk_1649     FeIIk   1649.5767  0.03581921  2.817e+08  55.845
